Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,15,000,00000,MIZORAM,012003, Manipuri,2242,1414,828,253,191,62,1989,1223,766
C0116,15,000,00000,MIZORAM,013000,13 MARATHI ,408,334,74,192,145,47,216,189,27
C0116,15,000,00000,MIZORAM,013071, Marathi,401,330,71,187,142,45,214,188,26
C0116,15,000,00000,MIZORAM,013999,13 Others,7,4,3,5,3,2,2,1,1
C0116,15,000,00000,MIZORAM,014000,14 NEPALI ,8994,5015,3979,871,633,238,8123,4382,3741
C0116,15,000,00000,MIZORAM,014011, Nepali,8990,5012,3978,867,630,237,8123,4382,3741
C0116,15,000,00000,MIZORAM,014999,14 Others,4,3,1,4,3,1,0,0,0
C0116,15,000,00000,MIZORAM,015000,15 ODIA ,277,231,46,43,39,4,234,192,42
C0116,15,000,00000,MIZORAM,015043, Odia,265,223,42,37,35,2,228,188,40
C0116,15,000,00000,MIZORAM,015999,15 Others,12,8,4,6,4,2,6,4,2
C0116,15,000,00000,MIZORAM,016000,16 PUNJABI ,349,315,34,84,79,5,265,236,29
C0116,15,000,00000,MIZORAM,016005, Bhateali,4,4,0,0,0,0,4,4,0
C0116,15,000,00000,MIZORAM,016038, Punjabi,344,310,34,84,79,5,260,231,29
C0116,15,000,00000,MIZORAM,016999,16 Others,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,018000,18 SANTALI ,1150,881,269,442,354,88,708,527,181
C0116,15,000,00000,MIZORAM,018040, Santali,1144,877,267,441,353,88,703,524,179
C0116,15,000,00000,MIZORAM,018999,18 Others,6,4,2,1,1,0,5,3,2
C0116,15,000,00000,MIZORAM,020000,20 TAMIL ,306,274,32,79,72,7,227,202,25
C0116,15,000,00000,MIZORAM,020027, Tamil,306,274,32,79,72,7,227,202,25
C0116,15,000,00000,MIZORAM,021000,21 TELUGU ,334,264,70,104,89,15,230,175,55
C0116,15,000,00000,MIZORAM,021046, Telugu,333,263,70,103,88,15,230,175,55
C0116,15,000,00000,MIZORAM,021999,21 Others,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,022000,22 URDU,113,80,33,35,24,11,78,56,22
C0116,15,000,00000,MIZORAM,022015, Urdu,89,64,25,17,12,5,72,52,20
C0116,15,000,00000,MIZORAM,022999,22 Others,24,16,8,18,12,6,6,4,2
C0116,15,000,00000,MIZORAM,023000,23 ADI ,26,14,12,2,0,2,24,14,10
C0116,15,000,00000,MIZORAM,023003, Adi,17,7,10,1,0,1,16,7,9
C0116,15,000,00000,MIZORAM,023006, Adi Gallong/Gallong,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,023010, Adi Miniyong/Miniyong,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,023040, Talgalo,3,2,1,1,0,1,2,2,0
C0116,15,000,00000,MIZORAM,023999,23 Others,3,2,1,0,0,0,3,2,1
C0116,15,000,00000,MIZORAM,025000,25 ANAL ,4,3,1,1,1,0,3,2,1
C0116,15,000,00000,MIZORAM,025001, Anal,3,2,1,1,1,0,2,1,1
C0116,15,000,00000,MIZORAM,025999,25 Others,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,026000,26 ANGAMI ,10,8,2,1,1,0,9,7,2
C0116,15,000,00000,MIZORAM,026002, Angami,9,7,2,1,1,0,8,6,2
C0116,15,000,00000,MIZORAM,026999,26 Others,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,027000,27 AO ,39,23,16,4,4,0,35,19,16
C0116,15,000,00000,MIZORAM,027001, Ao,30,16,14,3,3,0,27,13,14
C0116,15,000,00000,MIZORAM,027005, Mongsen,5,4,1,0,0,0,5,4,1
C0116,15,000,00000,MIZORAM,027999,27 Others,4,3,1,1,1,0,3,2,1
C0116,15,000,00000,MIZORAM,028000,28 ARABIC/ARBI ,35,22,13,0,0,0,35,22,13
C0116,15,000,00000,MIZORAM,028001, Arabic/Arbi,35,22,13,0,0,0,35,22,13
C0116,15,000,00000,MIZORAM,030000,30 BHILI/BHILODI ,17,14,3,7,4,3,10,10,0
C0116,15,000,00000,MIZORAM,030002, Baori,10,10,0,1,1,0,9,9,0
C0116,15,000,00000,MIZORAM,030076, Vasava,5,2,3,5,2,3,0,0,0
C0116,15,000,00000,MIZORAM,030999,30 Others,2,2,0,1,1,0,1,1,0
C0116,15,000,00000,MIZORAM,031000,31 BHOTIA ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,031001, Bhotia,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,032000,32 BHUMIJ ,559,293,266,550,290,260,9,3,6
C0116,15,000,00000,MIZORAM,032999,32 Others,559,293,266,550,290,260,9,3,6
C0116,15,000,00000,MIZORAM,033000,33 BISHNUPURIYA,42,23,19,0,0,0,42,23,19
C0116,15,000,00000,MIZORAM,033003, Bishnupriya Manipuri/Manipuri Bishnupriya,33,17,16,0,0,0,33,17,16
C0116,15,000,00000,MIZORAM,033999,33 Others,9,6,3,0,0,0,9,6,3
C0116,15,000,00000,MIZORAM,034000,34 CHAKHESANG ,6,3,3,3,2,1,3,1,2
C0116,15,000,00000,MIZORAM,034001, Chakhesang,6,3,3,3,2,1,3,1,2
C0116,15,000,00000,MIZORAM,035000,35 CHAKRU/CHOKRI ,5,1,4,0,0,0,5,1,4
C0116,15,000,00000,MIZORAM,035001, Chakru/Chokri,5,1,4,0,0,0,5,1,4
C0116,15,000,00000,MIZORAM,036000,36 CHANG ,1,0,1,1,0,1,0,0,0
C0116,15,000,00000,MIZORAM,036001, Chang,1,0,1,1,0,1,0,0,0
C0116,15,000,00000,MIZORAM,037000,37 COORGI/KODAGU ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,037001, Coorgi/Kodagu,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,038000,38 DEORI ,3,2,1,1,0,1,2,2,0
C0116,15,000,00000,MIZORAM,038001, Deori,3,2,1,1,0,1,2,2,0
C0116,15,000,00000,MIZORAM,039000,39 DIMASA ,36,19,17,14,4,10,22,15,7
C0116,15,000,00000,MIZORAM,039002, Dimasa,25,12,13,13,4,9,12,8,4
C0116,15,000,00000,MIZORAM,039999,39 Others,11,7,4,1,0,1,10,7,3
C0116,15,000,00000,MIZORAM,040000,40 ENGLISH ,61,34,27,13,8,5,48,26,22
C0116,15,000,00000,MIZORAM,040001, English,61,34,27,13,8,5,48,26,22
C0116,15,000,00000,MIZORAM,042000,42 GANGTE ,705,376,329,502,274,228,203,102,101
C0116,15,000,00000,MIZORAM,042001, Gangte,705,376,329,502,274,228,203,102,101
C0116,15,000,00000,MIZORAM,043000,43 GARO ,94,59,35,26,17,9,68,42,26
C0116,15,000,00000,MIZORAM,043005, Garo,82,51,31,17,10,7,65,41,24
C0116,15,000,00000,MIZORAM,043999,43 Others,12,8,4,9,7,2,3,1,2
C0116,15,000,00000,MIZORAM,045000,45 HALABI,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,045001, Halabi,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,046000,46 HALAM ,375,172,203,287,122,165,88,50,38
C0116,15,000,00000,MIZORAM,046003, Halam,242,99,143,203,77,126,39,22,17
C0116,15,000,00000,MIZORAM,046999,46 Others,133,73,60,84,45,39,49,28,21
C0116,15,000,00000,MIZORAM,047000,47 HMAR,17981,9156,8825,14166,7273,6893,3815,1883,1932
