Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,02,000,00000,HIMACHAL PRADESH,009013, Kudubi/Kudumbi,32,18,14,32,18,14,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,009016, Malwani,9,8,1,0,0,0,9,8,1
C0116,02,000,00000,HIMACHAL PRADESH,009999,9 Others,2,2,0,2,2,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,010000,10 MAITHILI ,4723,3132,1591,3113,2024,1089,1610,1108,502
C0116,02,000,00000,HIMACHAL PRADESH,010008, Maithili,4080,2646,1434,2671,1683,988,1409,963,446
C0116,02,000,00000,HIMACHAL PRADESH,010011, Purbi Maithili,115,66,49,33,18,15,82,48,34
C0116,02,000,00000,HIMACHAL PRADESH,010013, Thati,442,367,75,333,274,59,109,93,16
C0116,02,000,00000,HIMACHAL PRADESH,010014, Tharu,85,52,33,75,48,27,10,4,6
C0116,02,000,00000,HIMACHAL PRADESH,010999,10 Others,1,1,0,1,1,0,0,0,0
C0116,02,000,00000,HIMACHAL PRADESH,011000,11 MALAYALAM,1211,792,419,586,414,172,625,378,247
C0116,02,000,00000,HIMACHAL PRADESH,011016, Malayalam,1204,789,415,580,412,168,624,377,247
C0116,02,000,00000,HIMACHAL PRADESH,011999,11 Others,7,3,4,6,2,4,1,1,0
C0116,02,000,00000,HIMACHAL PRADESH,012000,12 MANIPURI ,188,137,51,96,64,32,92,73,19
C0116,02,000,00000,HIMACHAL PRADESH,012003, Manipuri,187,137,50,95,64,31,92,73,19
C0116,02,000,00000,HIMACHAL PRADESH,012999,12 Others,1,0,1,1,0,1,0,0,0
