Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,17,000,00000,MEGHALAYA,009999,9 Others,2,2,0,0,0,0,2,2,0
C0116,17,000,00000,MEGHALAYA,010000,10 MAITHILI ,881,572,309,92,56,36,789,516,273
C0116,17,000,00000,MEGHALAYA,010008, Maithili,881,572,309,92,56,36,789,516,273
C0116,17,000,00000,MEGHALAYA,011000,11 MALAYALAM,1789,1146,643,594,385,209,1195,761,434
C0116,17,000,00000,MEGHALAYA,011016, Malayalam,1788,1145,643,593,384,209,1195,761,434
C0116,17,000,00000,MEGHALAYA,011999,11 Others,1,1,0,1,1,0,0,0,0
C0116,17,000,00000,MEGHALAYA,012000,12 MANIPURI ,4451,2595,1856,943,546,397,3508,2049,1459
C0116,17,000,00000,MEGHALAYA,012003, Manipuri,4435,2586,1849,931,539,392,3504,2047,1457
C0116,17,000,00000,MEGHALAYA,012999,12 Others,16,9,7,12,7,5,4,2,2
C0116,17,000,00000,MEGHALAYA,013000,13 MARATHI ,20751,10609,10142,16602,8415,8187,4149,2194,1955
C0116,17,000,00000,MEGHALAYA,013071, Marathi,1399,937,462,566,379,187,833,558,275
C0116,17,000,00000,MEGHALAYA,013999,13 Others,19352,9672,9680,16036,8036,8000,3316,1636,1680
C0116,17,000,00000,MEGHALAYA,014000,14 NEPALI ,54716,28515,26201,17829,9575,8254,36887,18940,17947
C0116,17,000,00000,MEGHALAYA,014011, Nepali,54716,28515,26201,17829,9575,8254,36887,18940,17947
C0116,17,000,00000,MEGHALAYA,015000,15 ODIA ,1518,900,618,830,477,353,688,423,265
C0116,17,000,00000,MEGHALAYA,015007, Bhuiya/Bhuyan[Ori],4,3,1,0,0,0,4,3,1
C0116,17,000,00000,MEGHALAYA,015014, Desia,1,1,0,1,1,0,0,0,0
C0116,17,000,00000,MEGHALAYA,015043, Odia,1510,893,617,826,473,353,684,420,264
C0116,17,000,00000,MEGHALAYA,015999,15 Others,3,3,0,3,3,0,0,0,0
C0116,17,000,00000,MEGHALAYA,016000,16 PUNJABI ,4540,2498,2042,660,437,223,3880,2061,1819
C0116,17,000,00000,MEGHALAYA,016002, Bagri,2,2,0,2,2,0,0,0,0
C0116,17,000,00000,MEGHALAYA,016038, Punjabi,4536,2495,2041,656,434,222,3880,2061,1819
C0116,17,000,00000,MEGHALAYA,016999,16 Others,2,1,1,2,1,1,0,0,0
C0116,17,000,00000,MEGHALAYA,017000,17 SANSKRIT ,9,5,4,6,4,2,3,1,2
C0116,17,000,00000,MEGHALAYA,017002, Sanskrit,9,5,4,6,4,2,3,1,2
C0116,17,000,00000,MEGHALAYA,018000,18 SANTALI ,240,127,113,168,83,85,72,44,28
C0116,17,000,00000,MEGHALAYA,018040, Santali,234,124,110,162,80,82,72,44,28
C0116,17,000,00000,MEGHALAYA,018999,18 Others,6,3,3,6,3,3,0,0,0
C0116,17,000,00000,MEGHALAYA,019000,19 SINDHI,236,119,117,6,3,3,230,116,114
C0116,17,000,00000,MEGHALAYA,019008, Kachchhi,2,2,0,0,0,0,2,2,0
C0116,17,000,00000,MEGHALAYA,019014, Sindhi,234,117,117,6,3,3,228,114,114
C0116,17,000,00000,MEGHALAYA,020000,20 TAMIL ,913,690,223,256,188,68,657,502,155
C0116,17,000,00000,MEGHALAYA,020027, Tamil,911,688,223,255,187,68,656,501,155
C0116,17,000,00000,MEGHALAYA,020999,20 Others,2,2,0,1,1,0,1,1,0
