Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,06,000,00000,HARYANA,006530, Sirmauri,7,4,3,1,1,0,6,3,3
C0116,06,000,00000,HARYANA,006548, Surjapuri,185,156,29,38,38,0,147,118,29
C0116,06,000,00000,HARYANA,006999,6 Others,57925,32082,25843,36789,19924,16865,21136,12158,8978
C0116,06,000,00000,HARYANA,007000,7 KANNADA,3172,1954,1218,299,203,96,2873,1751,1122
C0116,06,000,00000,HARYANA,007002, Badaga,4,2,2,0,0,0,4,2,2
C0116,06,000,00000,HARYANA,007016, Kannada,3008,1856,1152,287,194,93,2721,1662,1059
C0116,06,000,00000,HARYANA,007041, Prakritha/Prakritha Bhasha,125,75,50,5,4,1,120,71,49
C0116,06,000,00000,HARYANA,007999,7 Others,35,21,14,7,5,2,28,16,12
C0116,06,000,00000,HARYANA,008000,8 KASHMIRI ,6225,3201,3024,279,173,106,5946,3028,2918
C0116,06,000,00000,HARYANA,008005, Kashmiri,6016,3081,2935,220,135,85,5796,2946,2850
C0116,06,000,00000,HARYANA,008018, Siraji,1,0,1,1,0,1,0,0,0
C0116,06,000,00000,HARYANA,008019, Dardi,81,46,35,37,18,19,44,28,16
C0116,06,000,00000,HARYANA,008999,8 Others,127,74,53,21,20,1,106,54,52
C0116,06,000,00000,HARYANA,009000,9 KONKANI,432,212,220,39,19,20,393,193,200
C0116,06,000,00000,HARYANA,009011, Konkani,407,199,208,32,15,17,375,184,191
C0116,06,000,00000,HARYANA,009016, Malwani,16,10,6,7,4,3,9,6,3
C0116,06,000,00000,HARYANA,009999,9 Others,9,3,6,0,0,0,9,3,6
C0116,06,000,00000,HARYANA,010000,10 MAITHILI ,25685,15099,10586,7567,4456,3111,18118,10643,7475
C0116,06,000,00000,HARYANA,010008, Maithili,20169,12016,8153,3733,2398,1335,16436,9618,6818
C0116,06,000,00000,HARYANA,010011, Purbi Maithili,3868,2008,1860,3456,1789,1667,412,219,193
C0116,06,000,00000,HARYANA,010013, Thati,1644,1073,571,374,267,107,1270,806,464
C0116,06,000,00000,HARYANA,010014, Tharu,4,2,2,4,2,2,0,0,0
