Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,04,000,00000,CHANDIGARH,011016, Malayalam,1974,1147,827,19,10,9,1955,1137,818
C0116,04,000,00000,CHANDIGARH,011999,11 Others,5,2,3,0,0,0,5,2,3
C0116,04,000,00000,CHANDIGARH,012000,12 MANIPURI ,460,271,189,0,0,0,460,271,189
C0116,04,000,00000,CHANDIGARH,012003, Manipuri,460,271,189,0,0,0,460,271,189
C0116,04,000,00000,CHANDIGARH,013000,13 MARATHI ,1252,707,545,15,9,6,1237,698,539
C0116,04,000,00000,CHANDIGARH,013071, Marathi,1248,703,545,15,9,6,1233,694,539
C0116,04,000,00000,CHANDIGARH,013999,13 Others,4,4,0,0,0,0,4,4,0
C0116,04,000,00000,CHANDIGARH,014000,14 NEPALI ,6546,4025,2521,295,177,118,6251,3848,2403
C0116,04,000,00000,CHANDIGARH,014011, Nepali,6546,4025,2521,295,177,118,6251,3848,2403
C0116,04,000,00000,CHANDIGARH,015000,15 ODIA ,1942,1121,821,32,20,12,1910,1101,809
C0116,04,000,00000,CHANDIGARH,015043, Odia,1941,1120,821,32,20,12,1909,1100,809
C0116,04,000,00000,CHANDIGARH,015999,15 Others,1,1,0,0,0,0,1,1,0
C0116,04,000,00000,CHANDIGARH,016000,16 PUNJABI ,232516,120109,112407,7333,3897,3436,225183,116212,108971
C0116,04,000,00000,CHANDIGARH,016002, Bagri,57,29,28,0,0,0,57,29,28
C0116,04,000,00000,CHANDIGARH,016006, Bilaspuri Kahluri,10,7,3,0,0,0,10,7,3
C0116,04,000,00000,CHANDIGARH,016038, Punjabi,232427,120062,112365,7333,3897,3436,225094,116165,108929
C0116,04,000,00000,CHANDIGARH,016999,16 Others,22,11,11,0,0,0,22,11,11
C0116,04,000,00000,CHANDIGARH,017000,17 SANSKRIT ,13,7,6,0,0,0,13,7,6
C0116,04,000,00000,CHANDIGARH,017002, Sanskrit,13,7,6,0,0,0,13,7,6
C0116,04,000,00000,CHANDIGARH,018000,18 SANTALI ,42,24,18,4,2,2,38,22,16
C0116,04,000,00000,CHANDIGARH,018010, Karmali,10,4,6,0,0,0,10,4,6
C0116,04,000,00000,CHANDIGARH,018011, Mahili,3,3,0,0,0,0,3,3,0
C0116,04,000,00000,CHANDIGARH,018040, Santali,29,17,12,4,2,2,25,15,10
C0116,04,000,00000,CHANDIGARH,019000,19 SINDHI,134,62,72,0,0,0,134,62,72
C0116,04,000,00000,CHANDIGARH,019014, Sindhi,134,62,72,0,0,0,134,62,72
C0116,04,000,00000,CHANDIGARH,020000,20 TAMIL ,5579,3011,2568,6,2,4,5573,3009,2564
C0116,04,000,00000,CHANDIGARH,020027, Tamil,5579,3011,2568,6,2,4,5573,3009,2564
C0116,04,000,00000,CHANDIGARH,021000,21 TELUGU ,1339,795,544,22,10,12,1317,785,532
C0116,04,000,00000,CHANDIGARH,021046, Telugu,1332,789,543,22,10,12,1310,779,531
C0116,04,000,00000,CHANDIGARH,021999,21 Others,7,6,1,0,0,0,7,6,1
C0116,04,000,00000,CHANDIGARH,022000,22 URDU,10595,6205,4390,244,156,88,10351,6049,4302
C0116,04,000,00000,CHANDIGARH,022015, Urdu,10556,6183,4373,244,156,88,10312,6027,4285
C0116,04,000,00000,CHANDIGARH,022999,22 Others,39,22,17,0,0,0,39,22,17
C0116,04,000,00000,CHANDIGARH,023000,23 ADI ,2,2,0,0,0,0,2,2,0
C0116,04,000,00000,CHANDIGARH,023006, Adi Gallong/Gallong,2,2,0,0,0,0,2,2,0
C0116,04,000,00000,CHANDIGARH,024000,24 AFGHANI/KABULI/PASHTO ,20,16,4,0,0,0,20,16,4
C0116,04,000,00000,CHANDIGARH,024001, Afghani/Kabuli/Pashto,20,16,4,0,0,0,20,16,4
C0116,04,000,00000,CHANDIGARH,026000,26 ANGAMI ,2,1,1,0,0,0,2,1,1
C0116,04,000,00000,CHANDIGARH,026002, Angami,2,1,1,0,0,0,2,1,1
C0116,04,000,00000,CHANDIGARH,027000,27 AO ,4,3,1,0,0,0,4,3,1
C0116,04,000,00000,CHANDIGARH,027001, Ao,4,3,1,0,0,0,4,3,1
C0116,04,000,00000,CHANDIGARH,028000,28 ARABIC/ARBI ,47,28,19,0,0,0,47,28,19
C0116,04,000,00000,CHANDIGARH,028001, Arabic/Arbi,47,28,19,0,0,0,47,28,19
C0116,04,000,00000,CHANDIGARH,029000,29 BALTI ,2,2,0,0,0,0,2,2,0
C0116,04,000,00000,CHANDIGARH,029002, Balti,2,2,0,0,0,0,2,2,0
C0116,04,000,00000,CHANDIGARH,030000,30 BHILI/BHILODI ,2,2,0,0,0,0,2,2,0
C0116,04,000,00000,CHANDIGARH,030007, Bhili/Bhilodi,2,2,0,0,0,0,2,2,0
